h11,log10_mass_over_Mpl_median_mean,log10_mass_over_Mpl_median_std,log10_f_over_Mpl_median_mean,log10_f_over_Mpl_median_std,log10_coupling_median_mean,log10_coupling_median_std,mass_eV_min_mean,mass_eV_min_std,mass_eV_max_mean,mass_eV_max_std,abs_coupling_min_mean,abs_coupling_min_std,abs_coupling_max_mean,abs_coupling_max_std
34,-5.325952178554502,1.5327879216771687,-1.6746381825573657,3.2986603224594826,-17.735260315211466,1.3311798823890548,3.830385758504677e+21,6.51707627016703e+21,2.0744854540697584e+30,2.3762964556269247e+30,6.964412587686912e-22,1.5077445038984891e-21,1.3636120259788735e-16,2.325242861215218e-16
35,-5.219239035576244,2.074198665769517,-1.0241861266124772,3.4553027890501724,-20.92867650844145,5.098749849252902,6.303703035725254e+21,6.666050212547185e+21,2.3486134491184386e+30,2.2756089412353674e+30,7.712952626408851e-23,1.2756454028140748e-22,4.851915526205877e-16,9.496674580769918e-16
36,-4.678997214471499,0.8570050875045616,-0.5602572092981078,2.977241008481716,-20.635913051300594,4.927322713179861,9.161433254943166e+21,1.1451548366836362e+22,5.246959279375988e+30,5.342097914971975e+30,2.0117606368523788e-22,4.0307411735086635e-22,8.056107935715083e-16,1.7876623630165665e-15
37,-3.3106016471910316,2.4205182906928506,-3.2960710877632557,1.919861744182521,-22.98381011219447,6.5578634610749305,2.5240016142565747e+22,6.098194866593309e+22,6.79719923878415e+30,9.061389191061094e+30,1.637477493804088e-23,5.170803835496773e-23,1.7598808637405283e-15,1.8467137058614816e-15
38,-4.902070462084244,0.7687827654329839,-1.0637422885089305,3.125093730114534,-20.875772250225616,6.119469375667436,7.194519596579328e+21,9.51435819106237e+21,4.134894158926267e+30,5.62657040358435e+30,1.0988651599577725e-22,2.320096839071682e-22,9.94674048053632e-16,1.4657343057046422e-15
39,-4.335213105192518,0.44979829026314844,0.27686019873603396,6.173346174158474,-20.347081973382675,5.190723896317145,2.3631888408115696e+22,2.6936032521091027e+22,9.907197310495516e+30,1.0790878901991497e+31,2.2997363959174958e-23,5.78892839012958e-23,4.064289721255887e-15,8.847051721086003e-15
40,-4.689323408275845,1.0117048663296726,0.3406848365769385,6.008499259527128,-21.71224920704082,5.567980687106801,7.228160420604874e+21,8.332998679681994e+21,4.5168113633499255e+30,5.184375624088439e+30,1.4606566704351753e-24,4.295039928865235e-24,1.3232169082597756e-15,2.2430158172278046e-15
41,-4.2867005380979055,0.6132281081211644,-2.6642130169366025,2.6879636117990313,-19.000526996581847,4.101043986528971,1.9461523345209658e+22,4.455071069810971e+22,1.155232024729876e+31,2.0345960169600536e+31,8.2272576520727755e-25,1.5231168371922447e-24,1.1731192035658244e-15,3.0747439625764047e-15
42,-3.490134122722497,0.9809155301424486,-4.1237525882382124,2.0055862712457837,-21.477704907952063,4.867048963182345,1.3522220928007607e+23,3.4394925158556415e+23,2.8440576204089254e+31,6.32925334527453e+31,1.5365576763234758e-23,2.868755740488463e-23,1.2655595000487474e-15,1.344743102256236e-15
43,-5.008205462574358,0.8434863191364658,-2.024850713154934,4.25051574621913,-19.933172440635825,4.901623722140926,2.896636973843698e+21,3.492488012483233e+21,4.519068391555158e+30,6.52742427461723e+30,7.28164763435422e-23,2.2842304544494777e-22,1.3522857140444215e-15,2.5065605809149826e-15
44,-4.309678269693796,1.3934753780562799,-2.561527963130656,4.481905174581415,-22.310189902019097,5.593948662744222,1.980346577530025e+22,2.083024785062943e+22,1.0507790131567569e+31,1.3712574605411596e+31,1.0951533494747392e-25,3.0715169059149052e-25,9.044667914409492e-15,2.35389677752759e-14
45,-3.8849190629177572,0.804761574632431,-4.110782142001028,1.9195255538573766,-18.186191385263868,3.061416644413514,5.524326730706557e+21,5.925117753837005e+21,1.117485751090042e+31,7.445587301331307e+30,2.912083350067406e-24,8.990953432176518e-24,1.0818989582931776e-15,2.4017810993755834e-15
46,-4.117482614729059,1.2771845697071302,-2.031981409227849,4.0582784284990385,-18.756748359742897,3.187288634544179,8.425478197214295e+21,1.1405420494645432e+22,9.155513199383173e+30,1.2940140814009295e+31,2.327990792756771e-25,5.347975072931362e-25,2.0450474997234995e-15,6.0671453458522514e-15
47,-3.7414244793999294,1.1870982249453086,-3.721259784568974,2.8175792158584074,-20.203452939738263,4.214715803284847,1.542940979022233e+22,2.2007887040829918e+22,1.0274021305855402e+31,9.392546645425024e+30,3.432997319015916e-24,7.673515861589953e-24,5.799986024298373e-16,8.74146180316659e-16
48,-3.189937412230294,2.0674698677776986,-3.047479787322002,4.350047692305198,-21.555613371666155,5.774786774507577,8.735863433130315e+21,6.106835622931662e+21,1.0141790254206619e+31,5.377128453555699e+30,1.0025026164433965e-20,3.1701406174835106e-20,2.3689210236118514e-15,3.7910591207898224e-15
49,-3.8820318272388787,1.1695198266406086,-2.56308815259119,5.260755883590245,-20.457339052725,4.537852357459746,1.1059471924931118e+22,1.1516112541663632e+22,2.365565133700771e+31,3.4982868812951204e+31,1.2374421065403081e-23,3.7580633876536766e-23,7.513526829202965e-15,2.100915910153663e-14
50,-3.844466526202698,0.9322368949782024,-1.7865980461328839,5.929333224950196,-21.4167457478814,5.23611327365849,1.3200412821186517e+22,1.660127151896793e+22,1.4761897908667253e+31,1.7195227074083857e+31,7.033454201300584e-23,1.7594288416379418e-22,4.163484449640638e-15,7.75598420976645e-15
51,-3.3258938564450005,2.6450451685002365,-3.2373682651753897,2.6267900167589593,-19.592350362305652,4.493908393950797,3.7832970074677633e+21,4.594922648376747e+21,1.1356266121775237e+31,1.080783431927083e+31,3.1450946933879175e-23,6.946965308811307e-23,1.4249092212996344e-15,2.9684928839553262e-15
52,-3.6224717163386444,1.0881091109040346,-3.601954732427837,2.8837885755572663,-20.29678785491476,3.784455397060544,5.326082824143795e+21,6.889914382273008e+21,2.5998218124796373e+31,4.126541349626361e+31,3.418012738139512e-24,1.0404330183824259e-23,3.9134394469825424e-15,1.2104911893017957e-14
53,-4.1553206691612585,0.832649345074237,-3.8791605987142157,2.036223770450073,-20.10319008297091,4.03522945225909,3.989097703757986e+21,5.019453587425485e+21,6.57225332770367e+30,4.25478993823973e+30,1.3971578244405636e-23,4.4180247237242917e-23,1.1482640272623106e-15,2.8613891667711244e-15
54,-3.3946420887805515,0.6954737492361025,-3.37784408261293,3.1054182417111766,-21.192802203976033,5.052589264207069,1.9486008685295303e+22,4.434714114165509e+22,9.023355157720986e+31,1.6127221599439754e+32,4.619001802017326e-25,8.95853295295814e-25,3.011159250502938e-15,4.820601869307658e-15
55,-3.3771303989319628,1.558469368046546,-4.811531864342799,1.5761223185426694,-18.264919149435514,1.2223996978600271,1.1602338250437616e+22,2.084771988136289e+22,1.3233503106087713e+31,2.291402149377276e+31,7.005197917081546e-26,1.3483635093288073e-25,4.869709993352658e-16,1.2242133816471167e-15
56,-3.875939532594887,1.4310608190374252,-4.401810027687309,1.2764495876130073,-18.996607927744854,3.270106432483379,7.266610130606762e+21,1.641199584296425e+22,1.0566674603717022e+31,8.618150452709452e+30,4.623707071623467e-24,1.151182280411286e-23,9.60756738802578e-16,2.662925827330833e-15
57,-3.4644219006629093,1.4294769613328586,-4.928294857613701,0.6368785831361081,-22.949716377853914,5.442457404843164,4.491654884484246e+21,2.9951751613958555e+21,1.4597624094976538e+31,9.18688244550099e+30,1.5258760491014342e-26,4.4730435789659904e-26,4.820838877757893e-15,6.0230613849136555e-15
58,-1.9321291478984413,2.6223103309224642,-5.195528930490498,1.3610696449784994,-20.14401440443561,3.5877895199409355,1.043926335725794e+22,1.008114192463587e+22,2.668221568814434e+31,1.97405143253213e+31,1.8140299761788196e-27,3.0753879356550316e-27,1.544298403501364e-15,2.700451283705367e-15
59,-4.5269093846069,1.0362220001064806,-3.4607621091446896,2.6992866540830747,-22.720510642995684,5.782664927244372,8.566617827928147e+21,1.6250878687127116e+22,1.8422093773672552e+31,2.727064877746968e+31,9.531637029766186e-25,2.2245536825174635e-24,1.111000944153413e-14,2.1021242639238776e-14
60,-4.651296307068938,0.7580966304172422,-3.2178756715306123,2.3527712894744064,-18.250937606292513,1.1970034507389415,1.1409802249997442e+21,1.1856262857620691e+21,1.1078285209030742e+31,1.4637925837172534e+31,9.938803800565152e-25,2.9006218494872715e-24,2.5452440470270287e-16,5.630297551257421e-16
61,-2.5811138530831697,1.9726902583041246,-3.820328130887359,4.356318871805304,-19.192712797883708,3.3050419784189375,7.716761448872508e+21,4.753161092413091e+21,2.7714873601679797e+31,2.8084143757900267e+31,4.521549237477326e-26,1.1056349690544778e-25,1.2715777947651672e-15,3.4247348352752784e-15
62,-3.826866373135913,0.5068207575045217,-4.857382031099279,0.5599070759560717,-22.36737345442872,4.848703422460098,4.5628294560510776e+21,4.4961077830647504e+21,2.679157892338939e+31,4.038619606765449e+31,1.265205060599467e-24,3.998505645199335e-24,1.3967261214986571e-14,2.977935616003045e-14
63,-3.297036731742397,1.1798418195697298,-5.135585390456711,1.2001960661383968,-20.8102118879934,5.269701571415727,5.404002581611593e+21,5.291497713135631e+21,1.8256210350423343e+31,1.736586209171684e+31,4.467187371734518e-28,6.561020679839232e-28,7.188864621962621e-15,1.638659185451908e-14
64,-3.3260245199657987,1.6133246493362836,-5.131059247428102,1.0332400935616886,-20.988508101579644,5.222730504309729,6.077098455836608e+21,9.660266043235927e+21,1.8748945777982966e+31,1.8475597047245865e+31,1.0275761283933463e-27,2.989561140237799e-27,9.823765574342689e-15,2.216021033259461e-14
65,-3.012369216411576,1.5038112320467767,-4.445121106786415,2.6980416144468706,-21.30830172708611,4.634392023953963,4.5689180406919374e+21,6.72238046657872e+21,1.520214047578151e+31,9.93671873484819e+30,2.2372941314836354e-26,5.828589213435543e-26,7.280352673709626e-15,1.2568953762059633e-14
66,-3.0816854475595807,1.4277766063254684,-5.479348987679647,0.997187791500297,-21.20529453667395,4.364444736989858,2.5839921961016687e+22,4.839604929763629e+22,3.706150294644952e+31,4.0462427093148236e+31,3.140544099456744e-25,8.200475746577423e-25,7.987427093515407e-15,1.1771539383043585e-14
67,-3.2547033834579566,0.8763635247678897,-4.784565173212048,1.9644186371734074,-19.596213867294985,5.151559299374766,6.538306871319643e+21,5.909965558934281e+21,3.938929902095525e+31,3.3454663751147507e+31,3.1888416982051643e-27,6.724186614836156e-27,7.570812655970601e-15,1.934694937290247e-14
68,-3.715984859428199,1.0981710071226143,-4.424295374776959,1.5828697974635264,-21.247159660036147,4.283485147292819,3.43837151199531e+21,6.648197763687308e+21,1.1123128167948397e+31,8.747966116093436e+30,7.265154940425682e-25,2.2883700682380008e-24,5.8614796876657424e-15,1.1612538161725305e-14
69,-2.3111647057471782,2.7300559427312154,-5.3827322080322135,1.4948701444515922,-19.763816973888623,3.09413971766847,3.4196469252404024e+21,2.5569151566415753e+21,1.8720454397936534e+31,1.7888653809621125e+31,4.29999751118047e-25,1.3327697809465253e-24,2.6050888517622878e-15,3.5977689107741434e-15
70,-2.468915716703987,1.7754739454368547,-5.026647484236714,1.0940537782383748,-22.128207290227905,5.011499449973541,1.8918776946581985e+22,3.5150638940428855e+22,3.6742862268165004e+31,4.272021983320487e+31,5.894023215636751e-25,1.4513743342437448e-24,1.0879695257302189e-14,2.6215763433482983e-14
71,-2.4478701115025934,1.6945427637298918,-5.783205146447474,0.9631715583063509,-22.72344640526765,4.998701695685293,1.8457995786431196e+22,2.2261180959223064e+22,3.9316331507305575e+31,3.674970087787911e+31,4.710809418333688e-27,1.1827945904820156e-26,1.8734764983146706e-14,2.4005528437114666e-14
72,-3.1426838909085406,0.9262613735199734,-4.89577179768663,2.0795196612979194,-25.403292569777136,4.802067834264761,5.665352451625449e+21,5.894942403020542e+21,1.9154125596828006e+31,2.2353942933759083e+31,3.496210871924328e-29,8.456894490820056e-29,1.4319354375986054e-14,1.5633323555386845e-14
73,-2.4188224496680637,1.6679362722248103,-6.024318508551384,0.4651185934952507,-23.244601275736176,5.811151877361515,5.92678983548644e+21,4.2448079464336966e+21,4.557343699863127e+31,3.7297217667153983e+31,1.2632027178596416e-26,3.260842094178529e-26,3.343986857786263e-14,4.9782837644456916e-14
74,-3.709268956810823,1.2323930971449926,-5.653135582382619,0.6828960510865858,-21.045624373938935,5.6793018049412485,8.180631119477555e+21,1.3484605570324667e+22,3.405711633571975e+31,2.9781186255925487e+31,1.0505933917455877e-23,3.063899046783727e-23,1.4291714842405078e-14,2.7134032658737e-14
75,-2.3456260651048924,2.663582986059437,-5.641553422056442,0.9861250524159663,-19.399495840759876,3.7887560990603277,1.987488265141647e+22,4.861147056077321e+22,5.676781868990367e+31,8.906807545201686e+31,1.1039774231958848e-24,3.486683281196379e-24,1.442350644056608e-14,3.70489560394075e-14
76,-2.3318097061547496,1.6096667250891907,-5.84477897344915,0.721278139459703,-22.724134822793044,5.206737867939074,2.017936715672373e+22,4.441150811859906e+22,5.798498141206163e+31,7.7943296313844045e+31,1.3173349691950736e-27,2.5379624272203768e-27,1.1831807474175939e-14,2.7233406443133213e-14
77,-2.6942037493070274,1.653707036419282,-5.29898578472972,1.1688617099939427,-22.576137425687726,5.302531425371592,6.216022133847059e+21,5.288228557956843e+21,3.926478481297631e+31,4.559336259484251e+31,3.384085046600281e-26,9.093928434116832e-26,1.0448781347341233e-14,1.2982940086372711e-14
78,-3.4874069585526066,0.6885077581385618,-5.1100528847742295,0.4854930412854237,-21.80309163099632,5.577504298967039,3.925775219193756e+21,3.255325734283736e+21,2.4739045360500715e+31,1.1592315599651479e+31,5.103456655405485e-24,1.124760894060549e-23,1.3230888303195406e-14,2.161405648256997e-14
79,-2.7867399059249527,1.475394832831034,-5.998612977958906,1.1552563118342516,-17.893421615281092,1.451489122917537,1.5134248949933993e+22,2.070626848930443e+22,4.297452712333012e+32,9.213517853682716e+32,7.876948369695918e-26,1.4185500759950644e-25,2.41566265515216e-15,4.0695017627296165e-15
80,-2.3886354256408957,2.491035772625855,-5.332016523612842,1.3130197780960635,-21.057870813690435,4.835642107951543,1.2702352008506648e+22,1.3004686011779621e+22,4.372391870277278e+31,3.2512520396059864e+31,1.3203328027735036e-26,4.078177195145828e-26,1.3578568750122921e-14,2.353508526236537e-14
81,-2.5800861041714924,2.0812027942119986,-5.903383693245674,1.1025092893795725,-20.979975823767095,4.358414549927783,2.6022163512800573e+22,4.049771825378338e+22,1.3393495569294298e+32,2.038137607474188e+32,6.844643102483734e-27,1.653991230807596e-26,2.6174155349360362e-14,6.924833019295006e-14
82,-2.92278650328196,1.4734157295778887,-5.774400108150133,1.3595972594040378,-21.297167775979055,5.029703407913576,1.052865108524673e+22,1.2635231394153735e+22,6.419284236414665e+31,6.588732718445352e+31,2.4457819613254627e-24,7.460805035351777e-24,3.4065480856196747e-14,6.639004514509692e-14
83,-1.786965018818157,1.6643919512344143,-6.270810439685003,0.7437188253294242,-18.05181446111864,1.7842117429506288,7.843406781937421e+21,4.3399668233952134e+21,7.67873845109005e+31,4.178437032095181e+31,1.6838636540119194e-24,3.548236393904087e-24,4.0728736510515535e-15,1.0111630958424741e-14
84,-2.612697347385274,1.8019864254631939,-5.95531055736907,0.8241196925977039,-20.421384252421415,5.001388303507667,1.7377400347960308e+22,3.119870529332304e+22,1.853103178542058e+32,4.713516579562113e+32,9.011412177115238e-27,2.4687498163090357e-26,1.004703377694029e-14,1.3468598157749399e-14
85,-2.5983456389486124,2.5484417774909773,-6.039115510785192,0.615484204841987,-19.743238663973294,4.493212998270659,9.029699160554957e+21,1.0902394401774499e+22,9.205757543835548e+31,1.4766399412047889e+32,8.026015449886521e-26,1.5341877537606215e-25,2.461344970064683e-14,6.525655572322968e-14
86,-1.040766017423849,2.789356388588042,-6.3807815512102115,0.6948070357928264,-22.04640053277454,5.085299233931049,1.3015662937831102e+22,1.8634019283482383e+22,6.419202252466571e+31,6.719908574662974e+31,6.44449174164646e-25,1.9131947233937984e-24,1.9839670094289348e-14,4.6051323335078324e-14
87,-2.921197121121145,1.5342290997210626,-5.846479864761113,0.6958488022278139,-23.34641208651525,5.153076525603404,4.933258542821793e+21,7.099179512749329e+21,3.0283246551161603e+31,1.9532775703534158e+31,5.58869683737625e-26,1.5778787418938052e-25,1.431764494174463e-14,1.9568026333685046e-14
88,-2.6138595227160515,2.070377660246498,-6.112169220005968,1.1910222573882,-20.515275880476338,3.8966135011546927,1.433908433253753e+22,2.6741232226394503e+22,1.4975024080882084e+32,2.883607273154681e+32,3.234436449920099e-28,7.5321210641768825e-28,4.538735228294015e-15,9.109199343214694e-15
89,-0.5386958426362252,2.4477934137816297,-6.727531221211043,1.5522580839200433,-21.10614171861429,3.8348141662582096,6.0940319259781885e+22,8.296984380045733e+22,5.6850238876609e+32,6.559552751367569e+32,3.9600186353881816e-26,1.0379144627542217e-25,2.355215606437261e-13,3.6671896988538525e-13
90,-0.4427007271711531,2.2675512951124444,-6.804462915585833,0.6936628653909466,-21.460670559823946,4.320605598761921,3.6261260526386397e+22,4.677166765641105e+22,2.876120502030937e+32,6.784846350025406e+32,1.8384034061875276e-26,4.821838724903937e-26,3.8101219132111077e-13,1.126615792528573e-12
91,-1.705673259129545,3.0763033629742558,-6.415042496756844,0.723833354954327,-20.729028547088607,3.3156490421542166,9.274347513723532e+21,6.873829424230747e+21,8.876723489835592e+31,9.118560082425311e+31,5.913464864995547e-26,1.8564206970575812e-25,3.985614451288776e-14,6.081810136646063e-14
92,-1.5685290057271453,1.537632264191047,-6.6548806782607315,0.7582259651213892,-21.114867191778888,5.333757644522268,5.683794636385301e+22,1.570191251843838e+23,2.1360713163576642e+32,2.267484006990636e+32,2.9706616155172855e-27,4.653032925908983e-27,7.692448050718791e-14,1.4568334940131966e-13
93,-1.991641866796514,2.1623855116485347,-6.367469109306547,1.0827787211178599,-21.672900546415587,3.9074019305682497,6.083841522330668e+22,1.1580083436128107e+23,1.8352439742228877e+32,2.8917337889221693e+32,8.451793177468063e-25,2.6617767156234554e-24,3.9064403113988106e-14,9.077634703611737e-14
94,-2.2869284636626785,1.4000717714583384,-5.908675090166475,1.9597146733052735,-19.35998587572754,1.6205619154674233,9.76194480011775e+21,9.44698849578384e+21,1.2208122305284622e+32,1.347136437096282e+32,1.2946855894783312e-24,2.4941768546614938e-24,2.8915932825338783e-15,8.04836338764029e-15
95,-1.9245727636976941,2.120567052785525,-6.351590397699984,0.582096555520981,-21.236500875406385,4.609527214544403,3.3607944686671453e+22,6.843100431361331e+22,8.82173162905913e+31,7.104385174207609e+31,1.4323927600360561e-24,4.4073188953850954e-24,1.7281039297563135e-14,3.387894553320133e-14
96,-1.943961202435651,1.7182402857186156,-6.534377222969921,1.0720294970272894,-21.214958113639494,4.975844410922112,1.2655222775767957e+22,1.0185181511522563e+22,1.9578826953415684e+32,3.355489048671248e+32,7.290047913207855e-28,1.2890641885988103e-27,2.3058852815755966e-14,4.430718129090893e-14
97,-0.982295703438421,2.8355952504985376,-6.584761325736499,1.8053039709367036,-21.81632016093326,4.303489815713739,5.796376828901923e+22,7.96268942894004e+22,1.0711397890370382e+33,1.9887287001091293e+33,1.2931910154246298e-24,3.2458864177105455e-24,2.739085458183261e-13,6.324217260148946e-13
98,-1.524290501917021,1.8391097300321049,-6.10692204298386,1.0846632324335064,-22.71190970209506,5.054893184195675,8.601077844099498e+21,1.4360299694755137e+22,1.0385750665959006e+32,1.4317032118399005e+32,3.38292348794918e-26,7.972044926882258e-26,5.3775072928405644e-14,7.13688850278281e-14
99,-0.42158414646503795,2.4133267897782633,-6.9116907929106315,0.7593561394388159,-21.67638831860245,2.9781753503812705,3.4468704768548453e+22,3.469755330443691e+22,2.7173926076458478e+32,3.263828837728152e+32,7.004754334111835e-26,1.3795090219274179e-25,8.869675988008306e-14,1.6399123063929872e-13
100,-2.576897426302551,1.31306720373463,-6.489220936564014,1.0566375057599842,-20.20586886366014,4.935185260805668,1.2083152335473553e+22,1.4077029255912343e+22,2.645818551988015e+32,3.699351719251812e+32,1.0480216382022623e-25,2.1413774346180417e-25,4.277379474212656e-14,6.330456339203784e-14
101,-0.7497728579534525,2.0381547970186835,-6.898072252238596,0.8846755879470811,-21.005176779115793,3.241634117403312,8.537998049576004e+22,1.2908931154804844e+23,4.542731804230558e+32,7.389078406070024e+32,5.272367498399709e-25,1.571364258341464e-24,1.2062835895739667e-14,1.7219754377854925e-14
102,-2.7876477126295547,1.2543478981271328,-6.16777196719829,1.0445527495195295,-20.328970269079043,4.216277887925345,6.628976972112639e+21,9.042355246905578e+21,1.14622363938649e+32,1.0135151624917892e+32,2.645650831525206e-25,8.278334593045346e-25,1.5530037993503362e-14,3.2832416386728675e-14
103,-1.5038371531309027,2.3837616401332506,-6.54587302837397,0.9815380593322521,-21.323504535582746,5.206390512210256,6.65660782502099e+22,1.387275888175614e+23,2.3776015096616203e+32,3.776027823162792e+32,8.262014645926712e-25,1.8152170781241476e-24,8.69792230368318e-14,1.9643287949575694e-13
104,-1.299176067022852,2.3006034556105677,-6.815282669933337,1.1075172275832996,-24.737640768884322,4.9684591227598265,4.607880993596334e+22,1.0300265783857333e+23,7.789289794023322e+32,1.465814620065139e+33,5.027735517276476e-25,1.2314827180961144e-24,6.738255285369036e-13,1.3440162012751088e-12
105,-0.9746526469653732,1.7087203536672568,-6.885231827537529,0.48633413744540294,-21.070864199271057,3.255838718900346,1.8616803411595075e+22,1.9717502750755364e+22,1.3336752220094636e+32,1.1120150339922593e+32,3.7115472821801367e-26,6.810674642928061e-26,1.9583472194579336e-14,3.008579189979488e-14
106,-1.6332800336286883,2.137653385846722,-6.362301561597049,0.7955803698622445,-21.17112800767409,4.399142807882135,4.614041357271217e+22,1.1939015052475251e+23,2.235469848495362e+32,2.9935657801722e+32,1.2860715013436406e-26,3.170650111815553e-26,1.179703814654039e-13,3.4834674321084713e-13
107,-1.6689507773325118,1.9296754240961533,-6.930042264377448,0.9050942464766256,-20.873709563753657,4.383056232813106,9.138693162431874e+22,2.2718587039749785e+23,2.016273752508298e+33,5.932879537296561e+33,6.16224997269531e-26,1.7760919114858843e-25,6.111850887844024e-14,1.3680560676597164e-13
108,-2.8173820538073135,1.4224244429470498,-6.478217477477413,1.0247796357628696,-20.08659861183134,4.733328799103045,5.498651041221704e+22,1.3453711614794834e+23,8.818380688774177e+32,2.3849961555513765e+33,8.830510452621727e-25,2.4588171778220332e-24,5.389305564039394e-13,1.684895919876091e-12
109,-2.098107019509321,1.259408673574081,-6.786050948719291,0.5415487552915533,-19.888390532168643,2.9841131464501007,1.4426350134216423e+22,1.910709048644147e+22,1.7911453970044395e+32,1.6222650864988833e+32,7.153690293704828e-26,1.2471364388969848e-25,2.7275366004406656e-14,6.84871895305436e-14
110,-2.2279647625699184,1.0200858932151315,-6.837464145048547,0.7515262319965899,-18.670489679160696,3.14197508130313,9.48743126867799e+22,2.4350489246937653e+23,7.681070596008988e+32,1.6790918880856453e+33,7.747077502874291e-26,1.9437058441684798e-25,2.2474673422190514e-14,3.734934331326699e-14
111,-2.0564987931243794,1.1084629964520663,-6.8322812545242915,0.6625382710153235,-22.302170698644385,4.615993168036325,2.0356811099399415e+22,2.3772903727935194e+22,3.1487854339967244e+32,2.7628511553191788e+32,1.6495321930642177e-25,4.0893507343816495e-25,6.785817968739052e-14,1.329290211265721e-13
112,-1.3852378060792294,1.7532407996149693,-6.913625485870424,0.7194509946637463,-19.636659940930492,4.3313824725352585,3.2388491622265976e+22,2.939663601868503e+22,3.123704604809583e+32,1.9454448704311187e+32,7.050331946087861e-26,1.5154310956897642e-25,5.2906288679923314e-14,8.796996582469991e-14
113,-2.807713724105043,1.3032767099800688,-6.215668325024073,1.105506998058747,-19.556523131263937,5.135686265846204,7.574318254031036e+21,9.176323782791839e+21,1.7862399978562606e+32,2.4379524850470873e+32,2.2584745458825406e-27,4.2347557997294844e-27,8.512279271363857e-15,1.5476293781703046e-14
114,-1.3958769855406044,1.7831700883594856,-6.795068759764997,0.4112957378324149,-22.989820402730885,3.4513796686722693,4.722311469078509e+21,5.522860010011191e+21,1.17222727989094e+32,1.7781275329592105e+32,2.783093121612388e-25,8.796627334266287e-25,5.140240215168369e-14,9.492689692374604e-14
115,-1.352524193900928,1.613481694672301,-6.936173825845005,0.550989062953835,-22.421680891253718,4.265509577481896,2.733148363538664e+22,4.5601384080475656e+22,2.554296565487196e+32,3.064394254705604e+32,1.908575303878393e-26,3.9501074712100485e-26,6.085473585636604e-14,1.5480289254499178e-13
116,-2.4941751499598768,1.0242078670434407,-6.658490298543141,0.5554879701921953,-20.720052648897585,4.498027782432995,1.5723345377477718e+22,1.4489281036214287e+22,1.7205395875104354e+32,1.0204231982679125e+32,1.0484437495517574e-25,3.0948076758529302e-25,2.6740033002645027e-14,3.2962312987262445e-14
117,-1.0471913754035969,2.7514809941633467,-7.263400705475735,0.8647145585463193,-20.473281405136003,4.802705197066737,4.356769841855154e+22,7.284883671680188e+22,6.677775783050037e+32,7.075506484088533e+32,7.199441596154019e-26,1.5568454034746294e-25,3.9683160826641456e-13,7.989963226638482e-13
118,-2.2532930266881785,1.870311378488045,-6.589479275087399,0.8175046853840133,-19.82067093523164,4.359019905918988,1.5320662990164903e+22,2.104628458573212e+22,1.2835757801470612e+32,8.55503089520307e+31,5.5357139695558515e-27,1.542737584311999e-26,2.974130781674678e-14,5.39009911987096e-14
119,-1.3409963566977496,1.6779464334812795,-7.058891705568574,0.5566580715286616,-20.741461660383802,4.662904574739531,2.399296828072704e+22,3.702976482766006e+22,3.1352539115910065e+32,2.971382180852398e+32,6.854866330933981e-27,1.3770359730694496e-26,4.840149282875702e-14,1.1416016710151715e-13
120,-2.1666433674739736,1.745563061951264,-6.59436091111539,0.733554915379974,-20.796010727643853,4.681217564149516,2.262116743175336e+22,2.1216016585194547e+22,2.5635558644062974e+32,2.752805287401884e+32,1.2522096837656029e-26,3.8055378959522485e-26,3.085994556250255e-14,4.741201808544121e-14
121,-1.5946642126712116,1.9775355508258108,-6.554433016007889,0.8099035341735827,-21.62270727433624,2.9433271112338733,6.921861335777316e+21,1.217910249334899e+22,1.380965309478126e+32,2.069004768070792e+32,2.558418810117688e-26,4.732849938260106e-26,3.029953753259122e-14,7.75248718103238e-14
122,-0.25564514232294405,2.500674659564554,-6.942122258561556,0.7462304002911997,-21.01870592074922,3.300728771990644,5.742965577145765e+22,8.660110866902514e+22,3.812258029495511e+32,6.24614227166559e+32,3.4962303435876627e-25,1.0933832626761283e-24,4.637159325165077e-14,8.746255320802597e-14
123,-1.9353382917856692,1.7093243682513954,-6.824070082872987,0.7960895266526702,-19.948213066821218,3.856135019603068,4.3381744867688896e+22,9.343775226630327e+22,4.30752473445878e+32,6.156735189361622e+32,1.002263758702449e-24,2.7062812997414325e-24,4.225652953076976e-14,6.270486730386714e-14
124,-2.4723813206050913,1.1523675767715151,-6.741256714996359,0.6802907050233961,-17.945631114766936,3.898035143974551,1.1011713439547091e+22,1.2966652106896786e+22,2.5037166258769903e+32,3.0667066444419026e+32,3.3644209883152666e-26,6.326045925269242e-26,4.096414916931363e-14,6.26412467467302e-14
125,-2.277391477554722,1.1943839832121301,-6.738028155401312,0.5343229012470206,-18.99610660149373,3.228198153159935,7.875109975164859e+21,8.290639540565672e+21,1.680975505174815e+32,1.3101643561691725e+32,1.2579081638676196e-25,3.344096010266253e-25,1.8973706546278057e-14,4.082316305364667e-14
126,-2.1449936411308412,1.7759867006367,-6.674978716832131,0.6397157258053825,-20.559575089627323,4.424771712883722,7.55200585538645e+21,7.675425083808844e+21,1.7210576604821883e+32,2.4963033898798737e+32,2.694272616422222e-27,7.011936885777073e-27,1.6132180912846415e-14,1.937286400137368e-14
