h11,cy_index,log10_mass_over_Mpl_median,log10_f_over_Mpl_median,log10_coupling_median,mass_eV_min,mass_eV_max,abs_coupling_min,abs_coupling_max,axion_index_count
41,6,-3.6404425700499075,-2.982888362103666,-18.785066183687178,3.8448993456876985e+20,3.5983540165727947e+30,2.6617649142651576e-28,2.115871894535035e-18,28
41,7,-4.253213197979054,-4.88857781989544,-16.267111347815913,7.185532070536e+21,7.730070224356111e+30,1.0637586761108736e-25,1.3502693415366325e-15,24
41,8,-4.16277363439709,-3.8479311632436635,-19.220822060512265,1.7199241163542289e+22,7.887072330375039e+30,3.79902113710123e-24,9.06573291339091e-19,27
41,9,-4.681529177982631,-3.3080288164197325,-17.680773150256016,4.55244145747954e+21,3.391110096114281e+30,1.7724706499853963e-25,1.942850950500861e-17,22
42,0,-3.5519425950948627,-5.291978383599018,-17.49224208312814,2.543036449135104e+21,4.2385634118568336e+30,3.3270407887070245e-23,4.859877597217692e-17,28
42,1,-2.8536770228257993,-4.14988046524805,-15.403276171596481,9.15183476330506e+23,1.7187133644041764e+32,2.372986938742183e-25,1.9691697756517916e-15,25
42,2,-4.748969689384817,-2.7621514440044326,-29.023310356082195,3.1078405354653604e+21,2.9593552233251946e+30,8.404881787034514e-31,1.1362006422647588e-15,25
42,3,-2.3939870790811844,-5.629456965112964,-26.374513057990015,7.726184469378288e+21,7.247223654360542e+30,7.912038755258444e-29,3.5060281965390576e-15,28
42,4,-2.388530010277232,-5.555475973039436,-22.211651926818487,1.138544215531665e+22,6.864877928771167e+30,1.1599286122416113e-29,2.1437355114999323e-15,27
42,5,-4.577898459748701,-0.2127033227782754,-18.68726996871011,5.927837485666202e+21,5.614445573738751e+30,7.405123896580521e-23,3.2157378893001527e-18,23
42,6,-3.9159340026448812,-5.264621563885312,-21.15167079133902,6.816475350648032e+20,2.8823119615465587e+29,2.3573178180175856e-31,5.1967860524214e-17,27
43,0,-4.9548934231284525,-3.792634395035226,-19.316591712086897,9.134848684175352e+20,1.317809646598003e+30,7.2291381741706365e-22,6.128532553396548e-19,27
43,1,-5.393737441170879,-4.446254706530421,-16.72866981973112,2.419791766477044e+20,6.545741396378719e+29,1.5761562552332502e-24,8.657733313432076e-16,27
43,2,-6.027298438445995,-3.837305327606426,-16.968877723244592,1.8464624830115578e+19,2.0274582733514668e+29,4.101892268266332e-26,3.0078082423413974e-16,23
43,3,-6.177711482667077,-2.153313624864167,-17.170486191984672,4.9742113725061956e+19,1.1035943316902172e+29,3.1349971694275253e-28,4.137800142491604e-17,23
43,4,-4.8000521373198275,2.6928656115874894,-18.44863747641155,1.382759577649522e+21,1.8261134325498303e+30,3.2862080129534826e-29,1.170453823580961e-17,26
43,5,-5.848154878720662,7.997836717921118,-17.572709674086017,6.96717050223291e+19,3.256051057098995e+29,2.981253383807084e-24,9.841164628073134e-18,22
43,6,-4.802238506682426,-4.352286689631684,-18.254905573634467,3.263546303162991e+21,2.3371545662944532e+30,3.910469992930927e-27,5.2635081904202e-18,25
43,7,-3.81805308555467,-5.759300666569301,-16.860427919931034,8.754491565542303e+21,1.749711579132934e+31,6.482540121250018e-25,1.3326588938885863e-16,30
43,8,-3.91191613524377,-1.7193707761517343,-27.500702392697395,6.206201069627145e+21,1.5539375366950889e+31,6.592836584496211e-30,6.311505718075966e-15,27
43,9,-4.347999096809826,-4.878743274668988,-30.509715922550505,8.066028733812273e+21,5.379830605977124e+30,1.988373738280422e-32,5.842731311667485e-15,24
44,0,-6.840056441379286,6.525756904076866,-17.19737738998385,1.3191929876726151e+19,2.6144449861238134e+28,3.0285631150277924e-26,7.977592350486123e-17,25
44,1,-6.142181076199955,-4.6913161686344385,-17.50635899093674,1.1419781878848238e+20,1.418908707951438e+29,2.8283434131511127e-30,2.977170456697273e-17,27
44,2,-3.312785867785993,-5.498129688353968,-26.118480787580644,2.7799323021263428e+22,6.939856310014691e+30,1.4381041256441202e-29,3.357331460991351e-15,28
44,3,-4.380586900051882,5.113201920283101,-30.656133530869006,9.159621600405973e+21,4.2421540891908807e+30,2.9622073048397413e-35,6.055063064584365e-15,27
44,4,-4.451760797066207,-4.8696594916884175,-17.325818070662223,3.3475840430374063e+21,4.670689224891222e+30,9.802799863533616e-25,5.127313205605826e-17,26
44,5,-4.0878495937389445,-3.1523417588641167,-18.79818110398851,4.1811751276569055e+22,8.178543278771906e+30,4.044602165420846e-30,1.9012694811753925e-18,27
44,6,-4.429556922712697,-5.052472082109111,-18.734291449005212,6.55735403873432e+21,5.610973416740985e+30,5.7180187527583545e-30,1.3794154623178164e-18,27
44,7,-3.4027516305611636,-5.175899775016528,-29.43478910789575,6.2762581778460374e+22,4.66565031382803e+31,7.737277371941548e-34,7.569750979208482e-14,29
44,8,-1.9049699081009541,-4.963112731136126,-18.98242346730848,3.1862837597089254e+22,1.7766461372895578e+31,8.455450185135496e-26,7.419610526164213e-19,28
44,9,-4.144283559340875,-3.8513067598638235,-28.34804512196058,1.4606214648777457e+22,1.084468516423375e+31,6.257310807281844e-30,5.1719314203103846e-15,25
45,0,-4.093650884845832,-0.4553692960986324,-16.871890599545175,6.375347981112229e+21,1.0076328598168498e+31,4.0257865456507715e-29,2.2082245350601494e-16,30
45,1,-4.192210307148802,-2.771374455260749,-17.11838442396971,3.2618222816602384e+20,8.549519250889962e+30,1.5196099337269702e-29,8.659124616829793e-17,28
45,2,-3.877195880006785,-5.275215574734128,-15.5930295165539,1.860283244067316e+22,1.9842299922571475e+31,6.905756337196753e-26,2.2790030627382376e-15,28
45,3,-2.9276668957471745,-1.7030987118718182,-26.494671606777544,8.743891744059967e+21,1.6916304955862072e+31,2.452890126457311e-29,7.632943207586796e-15,28
45,4,-5.452057209530643,-3.336205635261033,-17.445101488406394,9.508355371743656e+20,5.470864693590205e+29,1.3174464715380387e-27,5.926921898154573e-17,28
45,5,-4.084746903064694,-5.592792239103488,-18.75449239958207,3.149199689970862e+21,1.0695029631831784e+31,2.849609965204155e-23,1.7836714589239052e-18,28
45,6,-2.4262050207699293,-5.492043260776093,-18.2503091183341,3.549422197991466e+20,3.517976145948077e+29,7.39623864596347e-31,4.4252746212795036e-17,31
45,7,-3.6540077379228064,-5.976932458242546,-18.030446203892375,3.373526219401348e+21,2.215774055982048e+31,2.5960936972505775e-28,4.076136813250201e-17,30
45,8,-3.9517395196893843,-5.424184149831745,-16.40866935047582,1.1490154493022485e+22,1.529160552870064e+31,5.522841786129421e-25,2.199733278218399e-16,29
45,9,-4.189710270451517,-5.080605638830052,-16.894919145101586,1.8763547536859836e+21,7.320862577205448e+30,1.734328316413848e-27,2.335892803248237e-16,30
46,0,-4.304435588218462,-3.427444231091194,-16.19563972354029,2.758577111009966e+21,1.0942331248041853e+31,2.9528666624613094e-25,4.222583887633728e-16,27
46,1,-3.4718619243536386,-2.4481959649396834,-27.267887548521887,3.732025741945091e+22,4.447733402710022e+31,2.7098916557861263e-30,1.9306174945494943e-14,28
46,2,-4.779287414338747,-2.209146240237776,-17.96209732481981,3.244581046751076e+21,1.7971316698686965e+30,2.3400473428389676e-28,9.662627073122205e-18,28
46,3,-6.599323772823284,8.380070588273574,-19.37476560387503,1.147138671679489e+19,3.5459105405602837e+28,2.040765889011306e-27,2.3751282644798375e-19,25
46,4,-4.363252915493112,-5.339350193746071,-19.076378841335416,7.039339519164304e+21,4.850908387832448e+30,6.37641159823031e-27,1.1185693065303165e-18,29
46,5,-1.6611655361357567,-5.36954995945024,-18.10827631205874,2.085472014652623e+20,7.956117702180109e+30,1.7133589099528574e-24,2.6814882143287626e-17,27
46,6,-4.359215034072818,-0.8547666966815678,-18.945292785276045,5.949919104282416e+21,8.361977425283839e+30,3.0522412300245886e-25,1.6369917296626137e-18,27
46,7,-2.9509795254953124,-5.1455524763193905,-16.948007918766315,5.740352926255863e+19,1.0507960913632397e+29,5.464834629633064e-27,3.0745598492365005e-16,31
46,8,-4.434961094326363,-3.451796085958094,-16.47412036153414,1.4840444428774445e+22,5.414152639254643e+30,1.3269643933151836e-31,3.32595777039728e-16,27
46,9,-4.250343342033096,-0.4540828321280476,-17.215017177701302,1.2824241225265205e+22,7.614640179727986e+30,2.234116070275544e-30,4.251931793425096e-17,28
47,0,-3.4608005453137216,-5.709132701496534,-17.474734256330734,7.32073173735863e+22,3.314450909991796e+31,2.50041279121588e-23,1.0694350648186644e-16,30
47,1,-2.1800941007287604,-5.6174211452028056,-19.336201352965006,2.1558292130558877e+22,1.186053375725294e+31,1.3239989376487477e-24,7.974839503255298e-19,31
47,2,-5.655850969849405,-0.6300340894567136,-17.567231426295507,2.479200957783976e+20,5.4287309532437554e+29,2.3978439878404153e-24,1.364782502082774e-17,26
47,3,-3.9039163900122884,-5.438987500494245,-19.361535156772486,1.5151215489345535e+22,1.3349251151687608e+31,3.577772414247843e-24,4.821575544164571e-19,29
47,4,-2.3688405591311845,-5.4480075218526,-18.373686202861396,1.742534873987986e+22,7.183265435354011e+30,1.3581212556478124e-24,6.689822083423927e-18,27
47,5,-4.58590635490853,-4.308708609834567,-28.526708157533633,2.529828537171065e+21,5.089076605825147e+30,2.5885355414385825e-30,2.383181095000221e-15,26
47,6,-2.1426079302176677,-5.70493397391019,-17.08880304669436,1.8905052118172253e+22,1.2928594285927962e+31,1.6194138534359019e-29,2.838776059355015e-16,27
47,7,-4.105492196121032,2.759421484874175,-16.409585947288168,1.0692701232005307e+21,1.2010682838589211e+31,4.985135760027174e-30,5.040463932040063e-16,30
47,8,-4.401036496726766,-2.537398530104761,-20.845180073660348,4.184643869406371e+21,6.549565757953763e+30,6.680767981952306e-25,1.988230900262772e-15,27
47,9,-4.609699250989941,-4.577395258211501,-27.050863776981004,1.5209425124127048e+19,8.186103072103259e+28,8.116610476703072e-30,5.120892348050125e-16,34
48,0,-4.025776966077451,-5.352801813468924,-23.086482035109356,7.903892985579571e+21,1.0644129169613391e+31,3.2597627845877794e-27,3.941664804067849e-15,30
48,1,-3.774691124209232,-5.829476392260931,-16.20885455457737,1.4751851757464304e+22,1.209294867548806e+31,4.423918178651056e-25,3.8864423996145903e-16,28
48,2,-4.210473036004986,-2.4758625746891303,-16.17714262751364,2.437630511957964e+21,9.397796643146126e+30,1.0739683800526874e-27,8.131746778983777e-16,28
48,3,-3.8546568860039105,8.303524495034022,-17.673557729637736,5.353253582790263e+21,1.3961491395948335e+31,1.0024880984797299e-19,3.0153020074016075e-17,34
48,4,-3.1982205345126276,-1.6527528625102568,-28.004620551663333,5.742660028561117e+21,8.68859254492048e+30,3.987192954255125e-30,3.5245987187323498e-15,32
48,5,-4.670405376341049,-1.9591602908492718,-16.60749640206379,6.455368382855929e+21,3.6923044271513087e+30,5.880145904910873e-30,1.2474684584703238e-16,27
48,6,-5.737312598181525,-3.8279872011610765,-30.012260215566997,5.854699132045957e+20,2.9542272248275948e+29,3.6192265929659054e-32,2.5999539412822666e-15,30
48,7,-3.370023919289288,-6.024906613253726,-18.169683367290467,1.0592527032803106e+22,1.8334021926255417e+31,1.0009646801963415e-24,2.068266581616611e-17,31
48,8,0.009422223492517645,-5.735214256350515,-30.051802156480793,1.2609821050886253e+22,8.610425940996733e+30,2.639814914085593e-33,1.2244123288930206e-14,32
48,9,0.9327640948246132,-5.92016036371021,-19.56423407675806,2.0926159085200034e+22,1.570076909606359e+31,4.0962312682715616e-27,1.4680335087910145e-18,32
49,0,-3.1541663746342112,-4.1897872612796565,-27.535089418251903,3.2346399886302777e+22,1.17171803960906e+32,2.276535984063245e-30,6.717556763580915e-14,29
49,1,-4.494420514037004,-4.571662126784434,-17.538116734857805,2.2347396149473656e+21,5.564181010863558e+30,9.508725077605878e-25,2.1056195816130457e-17,31
49,2,-3.835846574929211,-5.413742263345623,-18.456917989095466,2.1095466156028032e+22,2.2666660029488363e+31,4.2453900044899723e-29,1.1564349998887094e-17,31
49,3,-4.257051111568296,-4.5984895123836385,-16.37400400974386,1.1104174352472537e+21,8.986975593354062e+30,6.589407016499218e-25,1.1080943117429318e-15,29
49,4,-5.334789107336979,-2.5062818469942885,-29.446482910645276,1.843685228627706e+20,5.10426497021511e+29,1.2828081894836376e-31,4.537704628979582e-15,33
49,5,-0.9615690418086548,-6.385372554889539,-20.096533309524382,8.329665976008777e+21,4.221289428849808e+31,8.30882453203284e-27,4.851003082892709e-16,30
49,6,-3.941589284820647,-4.353060843133802,-16.807934621031574,3.7421314289953863e+21,1.602096973716934e+31,2.653884164148314e-28,2.3649089452223e-16,31
49,7,-3.9754507065121167,11.975122626270426,-19.254488121306505,2.6769171645906735e+22,1.246867776586226e+31,1.1930079846115226e-22,4.995699891796215e-19,30
49,8,-4.477541069851638,-3.4446670938622703,-21.608506850059808,5.165985888727277e+21,6.20181652331486e+30,2.8249612648170017e-24,1.5248673204177977e-15,29
49,9,-4.387894486890033,-2.1429406495090744,-17.455316562733437,9.616372694284807e+21,4.752107963599066e+30,1.8646985752660805e-29,3.432307646450081e-17,26
50,0,-2.2157277684991374,-5.625835279922449,-29.675232778316115,2.847967719508971e+21,1.0923999232237351e+31,1.3774161236088332e-31,1.0242891020049332e-14,39
50,1,-4.578264844822692,-4.370584189441071,-18.837285708617824,1.5212616290208648e+21,3.7342065942792213e+30,5.5297355383356245e-22,1.703911891281271e-18,29
50,2,-3.2721662049676725,-4.22206358006868,-19.112768393853397,5.018939162926175e+22,6.110311184119711e+31,1.683961557191546e-27,6.634723970038958e-19,30
50,3,-3.7403612357307194,-5.82693534762428,-29.882985366258605,3.18442102431951e+22,2.060060307395157e+31,3.9750775115128343e-32,2.3638484291970588e-14,32
50,4,-2.6356592134344363,-5.227321843559085,-19.725530263100467,4.761713607123442e+21,7.412834670701252e+30,7.776466099889124e-29,1.5728793989818494e-16,32
50,5,-5.351349148198647,6.533323270029314,-17.809462790875877,7.229987611979637e+20,1.3763057077476785e+30,6.478724277867771e-26,9.974108778135977e-18,26
50,6,-4.289372758596102,-4.947667194376169,-17.37663259919873,5.750570895900224e+21,7.325701407917696e+30,1.4387968095397114e-30,3.0976626997160844e-16,32
50,7,-3.836258967687653,-2.2962954621457374,-26.922718322656593,2.380120458430691e+22,1.5920808790131178e+31,5.077517820626986e-29,7.135348123354623e-15,30
50,8,-4.34062901686119,-3.4610596656722197,-17.006215536027206,5.954851828397671e+21,9.255755428837863e+30,1.0008535973601722e-24,1.2073604086368704e-16,32
50,9,-4.18487610322873,11.57845883145154,-17.818625719909182,4.609957313952286e+21,9.965652339671613e+30,1.4930441133867153e-22,1.798931723193111e-17,33
51,0,0.9177774007671945,-5.557144238079143,-17.481255974632553,1.181165909994704e+22,7.238282073946912e+30,5.049797435349788e-28,2.198651445170253e-17,30
51,1,-4.187893991706429,-3.072266377595077,-16.3847761621302,1.1389473624936912e+20,2.195992618250537e+31,2.6722580760437097e-27,2.485524168082881e-16,32
51,2,-4.142233142126475,2.697836183416837,-16.577546082864586,8.604621752763199e+20,9.48885367572232e+30,3.5101063708383398e-25,1.8189827158234855e-16,30
51,3,-5.439491734659182,-3.2896316730873734,-17.923114278628468,9.388464061954173e+19,8.480347763932679e+29,2.036275745897653e-22,6.377573667810221e-18,32
51,4,-5.1636966445316475,-1.1731209508718412,-18.321536491214648,7.578975613855185e+20,1.274344425527132e+30,7.227677270372878e-30,2.501207245763881e-18,30
51,5,2.188909549883389,-6.2097740431817945,-17.8371336112952,1.1348583353624566e+22,3.0706263346727615e+31,1.6245804475544176e-24,7.680278615940877e-17,31
51,6,-4.200419148221378,-3.925981582615469,-27.891365818862997,4.522933523927992e+21,9.21566512062749e+30,1.2947471950602458e-29,3.555020085443226e-15,32
51,7,-5.098266542766462,-1.9857431901848064,-19.295461965410134,8.534427847900552e+18,1.585724453657867e+30,1.0889886731852254e-22,1.2233182827948753e-18,30
51,8,-4.445153748971494,-5.477750582220781,-27.972738409940785,2.09802764786987e+21,5.736974251602954e+30,9.950582251504398e-31,9.279297802839146e-15,35
51,9,-3.6884705621175184,-4.38010619733445,-16.23857482807695,6.217092907929514e+21,2.550859291104145e+31,4.237937838642088e-27,8.754322365158548e-16,32
52,0,-2.6632744375425936,-5.4135168362550115,-23.370339328578677,2.079155927638661e+20,2.038090618974179e+29,1.1896244514172045e-29,6.856923249535534e-16,41
52,1,-1.7337087964646867,-6.257246826588063,-30.112134086443195,1.6182410749008276e+22,3.3413590003250595e+31,6.33146468724399e-33,3.8359311674139437e-14,33
52,2,-3.279237100046391,-5.874124742587547,-19.00940367120576,1.886749845595187e+22,1.2200488455169624e+32,5.405891177490956e-28,1.0614917510808017e-18,32
52,3,-4.92590850395739,-0.4978535159418827,-18.8490182848071,1.4187749357763177e+21,1.9448563019518036e+30,3.302194361050047e-23,9.525005472086221e-19,28
52,4,-4.156543279045934,-3.9806430300499516,-18.90358454771413,2.2071946200814015e+21,7.569691760478285e+30,4.811452871035385e-25,7.950896505113802e-19,33
52,5,-3.6555946029127746,-4.975015734825213,-19.470783130511002,2.8921257623097816e+20,3.2954370225995745e+30,1.7891799951304167e-31,1.6031905698169737e-18,34
52,6,-4.6773948442313875,1.3217772240160326,-17.464417431678644,3.1356468162003856e+21,4.01140795215916e+30,2.470891689816394e-28,5.2052349176198626e-17,29
52,7,-4.36272299074332,-3.822792164703263,-18.6078721113358,1.4263579219404325e+21,5.717998524811054e+30,6.646077169817514e-29,5.281902098357353e-18,34
52,8,-2.3146994306460504,-6.663094775003922,-18.721681036397637,8.55817354930092e+21,7.706861385295181e+31,6.296547531807484e-25,1.696342318529139e-17,36
52,9,-4.455633177795913,0.14296307766044963,-18.458644920475653,9.676430241835013e+20,4.751892216167792e+30,4.6517510057959407e-26,1.0680523753971751e-17,31
53,0,-4.486265130910603,-4.592068195301158,-21.76717085305964,4.955937128677243e+21,4.0863627781503694e+30,6.841930677957978e-28,1.276072508177664e-15,34
53,1,-4.293988295431944,-4.879048539115953,-17.52606716128043,4.116794011494192e+21,6.821031973529955e+30,1.3971076618887801e-22,2.6043653225781565e-17,34
53,2,-2.1794801166504914,-5.786719837409505,-21.187351245801644,4.44602280187414e+21,1.1876210351003747e+31,3.6436239414496056e-30,1.56907159385877e-16,35
53,3,-4.064701048235433,-3.6346484449307503,-16.687915478825957,1.7250107600951163e+22,1.2426933009660257e+31,9.336439822969164e-28,2.842267974153322e-16,30
53,4,-4.339129208285651,-4.399847596393446,-19.606445502358618,9.240203939437381e+20,3.857054552629322e+30,6.957544397483969e-32,1.0832944359167072e-18,35
53,5,-4.095635522833044,-5.278497650444714,-18.395146717982076,1.1744169963045948e+21,1.1485280124232266e+31,3.0610328544480985e-27,1.1950215307359371e-17,33
53,6,-4.620589937471074,1.1068208400966617,-17.61167435753367,7.325769929662206e+20,3.9387103503124686e+30,2.046418393960021e-29,6.822647757669357e-17,33
53,7,-4.35652407557634,-2.059785138388298,-30.55330186754531,4.655669162599593e+21,8.039374518955809e+30,1.0160416273733292e-32,9.218559404333926e-15,30
53,8,-3.6697661173961076,-4.099768028435142,-19.982479258129697,1.6109009437079115e+21,3.036241181895567e+30,3.1172055699264606e-28,5.343809847716301e-17,34
53,9,-5.447127238821901,-5.168043396819852,-17.71434838719208,2.453100506106587e+19,1.5533443666694429e+29,1.4771730638403897e-30,3.8613266428739294e-16,37
54,0,-3.223192842236079,-5.947362018980284,-26.761799824464738,2.64554279558663e+21,2.267782550133455e+31,6.49019874788581e-30,1.1819271257981023e-14,35
54,1,-2.7720589315776674,-1.851639980237754,-20.538835521551302,5.111877092964664e+21,1.164619762192009e+31,1.5366151510245784e-29,2.708885549817734e-17,34
54,2,-2.9338910091729162,-5.714750979043329,-27.245453169978934,5.226056594039751e+21,1.1510450185110068e+31,5.390441701824426e-30,8.037400112374007e-15,35
54,3,-4.025164003906867,2.131877103946329,-17.151046914221055,6.227233720721821e+21,1.499469071249534e+31,3.7828441005603993e-25,5.78057834733459e-17,36
54,4,-4.164802795088208,2.0675834687157773,-18.064159475129856,4.000964990391087e+21,7.65402974541372e+30,2.5036484434711295e-28,3.6713774269197305e-17,33
54,5,-2.5254636553835907,-4.954017966020286,-16.770038287338636,2.0740811961385976e+22,3.492894215120373e+32,2.706319143887118e-24,2.6289652694660567e-16,33
54,6,-3.660754682919782,-4.247588276282986,-17.29043384553491,3.460096124466656e+21,2.186567242625273e+31,6.357103778262001e-28,9.783732474682957e-17,34
54,7,-3.9158837831641486,-5.332149790676098,-18.93909763439851,2.158455082208156e+21,1.8020014420647896e+31,1.3640049799533271e-24,1.2972303106180146e-18,34
54,8,-4.26624148456853,-5.346362023716044,-30.612447095207646,6.008867770442874e+20,6.979820845011777e+30,9.185294184122897e-33,9.769111105325052e-15,33
54,9,-2.458967699787731,-4.584030363834627,-18.55471027193473,1.44688161714144e+23,4.3769739280187514e+32,1.6947993692141367e-25,2.170534104518845e-18,31
55,0,-3.1272889271402837,-6.75248393909582,-16.82236544460007,6.684720657914898e+22,7.723399000443112e+31,2.4799656492416166e-28,3.9370411196092294e-15,37
55,1,-4.260440279145959,-3.0660441964603375,-17.26897236987999,9.825083168366709e+20,6.33295233026668e+30,1.0716753624675824e-27,1.1664257792280022e-16,35
55,2,-3.620409215735519,-5.57832090852913,-17.66738106021194,2.4712242517636966e+22,1.0584423598216493e+31,1.838353194113762e-27,3.559934271332974e-17,37
55,3,-1.780744883837455,-6.179973325732827,-17.71510531151674,9.602398100401936e+20,1.555080983322051e+30,3.7323149796845765e-28,4.607585022323697e-17,37
55,4,-4.102875968551702,-3.606211437525656,-18.44181714247416,8.852799668526787e+21,8.402389763060743e+30,2.922311756997341e-27,1.8617863469584776e-17,37
55,5,-2.275607195381574,-4.414758591514655,-20.632918059949958,3.5802885231216726e+19,4.712218207024465e+29,1.8872246736279393e-30,1.4283385078949655e-16,43
55,6,-0.37434451315724815,-6.264860132248517,-16.90092957881041,1.8813155783178825e+21,8.142743843362333e+30,2.4063344651869803e-25,5.671377187307836e-16,36
55,7,-5.87929318282201,-4.320612266893973,-19.00227861114391,5.422557860954509e+19,3.315004966833151e+29,6.50880195532079e-26,2.2851535125995234e-18,33
55,8,-3.9323736971161796,-5.926854013623903,-19.474765031896627,9.477017924915e+21,1.3761896760625098e+31,3.8800268208958474e-25,1.6389390892784338e-18,33
55,9,-4.4179261264316985,-2.005199831803167,-18.72265888387134,2.220023645112919e+21,5.518831460206862e+30,3.4018794551895438e-28,1.8375772923188046e-18,35
56,0,-5.792615040670361,-2.1718292657520664,-18.829978473324836,3.3116009796056908e+19,3.437421521018144e+29,1.9706114982851235e-28,2.680561074551405e-18,36
56,1,-4.013938791383623,-4.118795912062778,-18.231716188511804,5.342493941554301e+20,1.9109865451976125e+31,6.4601923317486205e-28,6.755259416712176e-18,32
56,2,-5.218380119114695,-3.3522388948357422,-18.566566368788024,4.296594801478885e+20,1.2745786336103645e+30,7.832513730044284e-24,4.813432812920162e-18,32
56,3,-4.124820263420308,-3.117457706707125,-18.098370691250054,1.876632313880714e+21,9.187474918966316e+30,1.7359767186251932e-24,1.2873605906841988e-17,34
56,4,-3.916011661957956,-5.212374328038133,-28.052631247788284,4.002420596790542e+21,1.8887817887391943e+31,1.1814281219954846e-30,8.517241348182191e-15,34
56,5,-3.5742954592402,-6.258114547433295,-17.387872980847167,5.369629513192619e+22,2.600762660321065e+31,3.663498770631198e-23,5.618123273025858e-17,35
56,6,-4.903576453539444,-4.019586589795747,-17.88878101319332,9.452884532536689e+19,3.476083359020739e+30,1.3149746382314192e-28,3.1391490007216795e-17,31
56,7,-4.079121121209651,-4.789302990669784,-17.77114633628246,4.778791173790626e+21,1.3448509367191482e+31,3.221692086148991e-26,9.014007890194929e-18,34
56,8,-2.2875159499577373,-5.708151853193914,-18.84149905306306,3.6367550158828334e+21,9.260137546268536e+30,3.9674583353043015e-28,6.175881150558221e-16,39
56,9,-0.8491204654549,-5.270248188384498,-16.29751692439951,3.5836533443719725e+21,4.670910117432248e+30,3.1352832493112543e-30,3.4902833494907196e-16,38
57,0,-3.9081409770999254,-4.5223702438221505,-18.15519531391798,5.599458545949962e+21,1.3531785352586744e+31,1.9308872719667413e-27,1.2651463980966462e-15,37
57,1,-3.6982138128306614,-4.546077342651957,-17.7191547663814,3.7220171403654296e+21,3.4161071073924515e+31,4.8470345100622575e-27,1.9958068935262472e-17,36
57,2,-1.848754545834832,-5.428920003106174,-21.457289345202224,8.831854971730724e+21,5.71068214483563e+30,8.238833404515943e-29,3.204773529441636e-18,39
57,3,-4.095357623929004,-3.8695668025736776,-20.47327462318793,1.5982887791992667e+21,1.0802337254587573e+31,8.191516570010089e-29,3.3169979433023402e-15,35
57,4,-4.492173552219018,-5.419419795792283,-28.449105322366634,8.727785785546547e+20,7.547074615424757e+30,6.029723875139027e-31,3.2321235124310073e-15,34
57,5,-4.583037517203072,-5.407693462581584,-15.84030270797059,3.049563311771539e+21,5.015496355179482e+30,3.17072574701897e-27,1.0402232701599289e-15,36
57,6,-3.99370862180481,-4.66400024850289,-28.282723400435955,2.956049598787635e+21,1.8669393049676104e+31,1.823585760256777e-30,1.0483658255051091e-14,32
57,7,-0.018264890441078555,-6.03047461928838,-20.051746688566865,6.29441269866781e+21,1.7499153429434458e+31,1.4247215734321626e-25,5.646575138430651e-17,39
57,8,-4.210855655664919,-4.467368410359649,-30.864611530271024,2.36282751976325e+21,9.156570416210756e+30,1.932121600112736e-33,1.2114054581338866e-14,32
57,9,-3.7957118096017717,-4.927057647458266,-28.203760080238542,9.62929770005219e+21,2.388267725790536e+31,6.804786455084665e-32,1.667655622335004e-14,35
58,0,-4.175463781105117,-4.868910980574818,-16.672857865679923,2.500052570319104e+21,9.387924947101789e+30,5.902071134985999e-28,1.2949860843245079e-16,39
58,1,-3.844825578731785,-4.848546325366277,-17.008596404432947,1.073575182439332e+22,1.740840872045672e+31,2.763875125120491e-27,7.337088180805385e-16,37
58,2,-4.173667768263562,-1.8472135930966198,-16.586772667390782,1.432296928872026e+21,1.6249474355391109e+31,1.3477082217996116e-27,2.8843740022176604e-16,36
58,3,2.45447696764281,-6.604354708166559,-22.23596204402894,5.526675677540018e+21,5.659712747203416e+31,6.59814161340341e-30,2.9461180120516967e-17,41
58,4,-3.214489163006337,-4.768189208936812,-17.819403889644683,1.9269660156833525e+22,6.795484399676406e+31,1.0108446035866747e-26,9.9442463072524e-18,38
58,5,-3.3705366836300836,-6.00382170201274,-27.120456311091058,4.289426733335906e+21,1.8293122007131184e+31,9.336265589476309e-30,7.573485834023978e-15,41
58,6,-3.895451820429386,-4.849336306006261,-17.147347958509776,7.292051737543264e+21,1.2968004605554667e+31,2.2521608039619157e-27,2.529903431715813e-16,36
58,7,2.182163125438469,-6.277982056404055,-22.20238749908657,5.925007181690245e+21,2.9783706410111295e+31,1.3253017337668165e-29,7.680850314247654e-16,41
58,8,0.10161271141455518,-5.98333844763473,-22.04829135852583,3.484496310528455e+22,2.3061872285392092e+31,6.481370265053008e-29,1.0594229519230303e-16,37
58,9,-1.3851094883139763,-5.903595976706109,-22.598068045965583,1.2576747656767454e+22,1.5117672081506309e+31,9.8390133434975e-28,5.5514302780384874e-15,38
59,0,-6.721720899146536,-2.6316086148967326,-17.953275281665867,1.0971803098829568e+19,4.483332590055096e+28,8.150663107602213e-30,1.3175066556602642e-17,31
59,1,-4.280799406460645,-5.325691250163473,-27.997956563534252,3.1768502119184686e+21,7.484772492889635e+30,4.6351728233985156e-30,3.209653994129621e-15,40
59,2,-4.245731436717239,-5.113199543422829,-16.722474499554426,5.414640727507832e+21,1.3138188949955185e+31,5.099587047566403e-30,1.8190353618968095e-16,37
59,3,-4.181034608756134,-4.777782981769846,-17.330684505491753,2.75393171920865e+21,1.3564314711679243e+31,9.901431351352498e-25,7.122278766797362e-17,36
