h11,cy_index,max_f_chol,max_log10_f_over_Mpl
14,8,0.0007221475990468451,-3.1413740283302003
14,9,0.0001310031720015613,-3.8827181885725053
15,0,0.0004648155566278524,-3.3327193452378348
15,1,0.001112686351771482,-2.953627238982091
15,2,0.003773844861628334,-2.4232159571450134
15,3,0.0008908338709820325,-3.0502032787271993
15,4,0.0003321478990546422,-3.4786684902700347
15,5,0.0007529377758868371,-3.1232409131825607
15,6,0.0003352232081839649,-3.4746659219113267
15,7,0.00037291182639715906,-3.428393843354747
15,8,0.0004961364840187247,-3.3043988353999936
15,9,0.0014830878600665574,-2.8288331200357963
16,0,0.0001669549362479674,-3.7774007359174195
16,1,0.0007293740593992546,-3.1370496866763324
16,2,0.00034681118023056207,-3.4599069105205835
16,3,0.0002974157397524499,-3.5266360515949855
16,4,0.00032986648509998297,-3.481661807144972
16,5,0.0007210791981690214,-3.1420170328688575
16,6,0.00035063824570784867,-3.455140715184655
16,7,0.0008129749271487676,-3.089922848217552
16,8,0.00033512503287520817,-3.4747931304054958
16,9,9.850937404818829e-05,-4.006522440530871
17,0,0.0003859573997577707,-3.413460628154985
17,1,0.0005696956163888483,-3.2443571222766154
17,2,0.00026902388586203164,-3.5702091585197273
17,3,0.0009090739456449545,-3.0414007890779033
17,4,0.0003215657978420027,-3.4927301495952117
17,5,0.0002697878808452106,-3.5689775631899288
17,6,0.00013858971282716527,-3.8582690051369406
17,7,0.00014553947253883679,-3.8370192033728445
17,8,0.00028797405589817105,-3.540646636851173
17,9,0.0003264839468433648,-3.486138168045085
18,0,2.765990727087374e-05,-4.558149280185326
18,1,0.0005970765846961027,-3.223969960030197
18,2,0.00015442543518242045,-3.8112811661142283
18,3,0.0002842745855240344,-3.546261965001905
18,4,0.00019396316009555908,-3.712280748866249
18,5,0.00038560957810394056,-3.4138521872535774
18,6,0.00024425581960912484,-3.6121550800389928
18,7,0.00022505783414984116,-3.6477058648902254
18,8,0.0002838687791263182,-3.546882370062268
18,9,0.0002513358741015046,-3.5997455185208995
19,0,0.0005514513121799659,-3.258492825535653
19,1,0.0013358581066541127,-2.874239669682188
19,2,0.0005870726110349198,-3.2313081804873742
19,3,0.00018628245835267753,-3.72982803935667
19,4,0.0006679233896219026,-3.175273347962327
19,5,0.00048379459766521735,-3.3153389855344635
19,6,0.00019952680195781076,-3.6999987583202727
19,7,0.00034868646294830774,-3.4575649129078525
19,8,0.00013792905243412357,-3.860344247363525
19,9,0.0007728827083249766,-3.1118864090470932
20,0,0.0007311976876621242,-3.135965190683918
20,1,0.0004531498766524727,-3.3437581338861055
20,2,0.00014359854963308383,-3.842849946511054
20,3,0.00036239560005789774,-3.4408170838489105
20,4,0.00047643203680050085,-3.321999042869625
20,5,0.0038669482212730123,-2.4126316431237185
20,6,0.0004682975002207967,-3.329478160482305
20,7,0.0004233607519247419,-3.3732894061479306
20,8,0.0006328274018948146,-3.198714723830769
20,9,0.0013017431593058035,-2.8854746958750837
21,0,0.0013089871796526365,-2.883064606950682
21,1,0.001584904027614736,-2.799997030947343
21,2,0.0002561238902896757,-3.59154991025835
21,3,0.0003573865497837401,-3.4468617961633914
21,4,0.0006019963375369667,-3.220406150922116
21,5,7.399562214823775e-05,-4.130793973959633
21,6,0.00044208234875314605,-3.35449682504469
21,7,0.0001724442596920297,-3.7633512578090205
21,8,0.0005407837526124234,-3.2669763648784893
21,9,0.0004722970830720287,-3.3257847366372193
22,0,0.00013329639122717146,-3.8751816082106063
22,1,0.0005061304103383572,-3.2957375677586547
22,2,0.000530389849226345,-3.2754047961929706
22,3,0.00023164273930465875,-3.6351813079336934
22,4,0.0004933053074222166,-3.3068842119820463
22,5,0.00032494878094124367,-3.488185087967518
22,6,5.183355618459001e-05,-4.285388994163307
22,7,0.00032776425169095137,-3.484438415439028
