h11,cy_index,triag_index,tau,cy_volume,f_GeV,g_eff_GeV_inv,mass
100,0,4,11.499999979842642,5658248.999186489,22292218153234.508,5.211302460320523e-17,5.42645998666214e+16
100,0,4,15.583774246252688,5658248.999186489,14148265057440.074,8.211006143602202e-17,229172054675.30057
100,0,4,4.000000005564289,5658248.999186489,25760127902145.25,4.509740469816467e-17,8.02683790976759e+26
100,0,4,13.000000007890776,5658248.999186489,22648446895357.23,5.129335880941449e-17,479807347830980.25
100,0,4,13.500000031445552,5658248.999186489,22699506897919.996,5.1177980134272366e-17,99517782023376.47
100,0,4,38.33921223595803,5658248.999186489,17085936221336.592,6.799246456444106e-17,1.7031172611171096e-20
100,0,4,51.67401527507036,5658248.999186489,15807652506016.451,7.34906661591514e-17,1.1784902703447594e-38
100,0,4,26.839212245397903,5658248.999186489,15704662846186.818,7.397261083905402e-17,9.082026619888723e-05
100,0,4,70.4650532558635,5658248.999186489,11595683877637.08,1.0018511416303438e-16,3.696997266968731e-64
100,0,5,63.28501584769583,2077108.777561107,39109731309225.734,2.9703986046191195e-17,6.856996435690989e-55
100,0,5,1.500000009848236,2077108.777561107,74814917338953.77,1.5527851321632883e-17,7.119429380039173e+29
100,0,5,0.5000000146606993,2077108.777561107,85483190502549.06,1.3589980746505787e-17,1.4418796456622568e+31
100,0,5,26.41922833652093,2077108.777561107,20619251464477.246,5.634127480723174e-17,0.00025879424051836555
100,0,5,2.0000000031791387,2077108.777561107,55362282702567.03,2.0983869457132445e-17,2.0000056861475412e+29
100,0,5,39.0000000391816,2077108.777561107,33280719437424.47,3.4906544471306385e-17,1.0967998233676397e-21
100,0,5,30.000000004793833,2077108.777561107,32553212130392.53,3.5686644636672293e-17,2.133602251871304e-09
100,0,5,50.633700790882585,2077108.777561107,18311162026329.684,6.344299238951052e-17,2.672132314244489e-37
100,0,5,15.986078726066353,2077108.777561107,25131798361774.145,4.622490186959778e-17,36454115058.61233
100,0,5,15.764413722982681,2077108.777561107,23226005996471.42,5.001785125070664e-17,79146202420.59099
100,0,5,10.000000000103455,2077108.777561107,38884183075359.1,2.987628442207666e-17,3.4630711416413117e+18
100,0,5,38.63026591690584,2077108.777561107,28341077031435.387,4.099049982437068e-17,4.114908863530253e-21
100,0,5,70.22905589109814,2077108.777561107,20046185780744.88,5.795191792522442e-17,4.4885179853424794e-64
100,0,5,41.757241107136,2077108.777561107,26986004051816.13,4.304879339856713e-17,2.3402754759695364e-25
100,0,5,74.13603318578839,2077108.777561107,24691288046323.332,4.704958732408105e-17,1.7021723784500888e-69
100,0,5,10.986078732117107,2077108.777561107,29020038687058.414,4.003147361749035e-17,2.094854675831882e+17
100,0,5,44.803918146096294,2077108.777561107,22152107555456.67,5.2442635996201896e-17,1.9869017932042676e-29
100,0,5,7.19447607137954,2077108.777561107,41397185574846.83,2.806265442801969e-17,2.1880340935368e+22
100,0,5,17.000000013782483,2077108.777561107,36251405314462.97,3.204606560772547e-17,1045382077.2508023
100,0,5,25.40110238569332,2077108.777561107,32063780877957.55,3.623137637764224e-17,0.0040768031569927135
100,0,5,47.102265666334574,2077108.777561107,27912521718126.797,4.161984806715237e-17,1.1534037779062915e-32
100,0,5,27.590488243603204,2077108.777561107,31995940557200.41,3.6308197004013193e-17,4.2081702262036665e-06
100,0,5,6.506960633834069,2077108.777561107,35784614610307.875,3.2464088987139525e-17,2.1946150976686137e+23
